,sampleID
1362,speaker002_0225
1363,speaker002_0375
1364,speaker002_0030
1365,speaker002_0505
1366,speaker002_0060
1367,speaker002_0453
1368,speaker002_0012
1369,speaker002_0789
1370,speaker002_0262
1371,speaker002_0230
1372,speaker002_0673
1373,speaker002_0260
1374,speaker002_0469
1375,speaker002_0669
1376,speaker002_0356
1377,speaker002_0598
1378,speaker002_0316
1379,speaker002_0352
1380,speaker002_0691
1381,speaker002_0128
1382,speaker002_0690
1383,speaker002_0575
1384,speaker002_0305
1385,speaker002_0103
1386,speaker002_0132
1387,speaker002_0193
1388,speaker002_0100
1389,speaker002_0176
1390,speaker002_0232
1391,speaker002_0168
1392,speaker002_0649
1393,speaker002_0682
1394,speaker002_0474
1395,speaker002_0490
1396,speaker002_0578
1397,speaker002_0743
1398,speaker002_0742
1399,speaker002_0357
1400,speaker002_0367
1401,speaker002_0082
1402,speaker002_0345
1403,speaker002_0237
1404,speaker002_0628
1405,speaker002_0272
1406,speaker002_0616
1407,speaker002_0487
1408,speaker002_0246
1409,speaker002_0035
1410,speaker002_0052
1411,speaker002_0328
1412,speaker002_0510
1413,speaker002_0664
1414,speaker002_0404
1415,speaker002_0159
1416,speaker002_0271
1417,speaker002_0019
1418,speaker002_0170
1419,speaker002_0334
1420,speaker002_0730
1421,speaker002_0558
1422,speaker002_0318
1423,speaker002_0218
1424,speaker002_0466
1425,speaker002_0175
1426,speaker002_0021
1427,speaker002_0252
1428,speaker002_0526
1429,speaker002_0187
1430,speaker002_0707
1431,speaker002_0629
1432,speaker002_0344
1433,speaker002_0625
1434,speaker002_0327
1435,speaker002_0761
1436,speaker002_0109
1437,speaker002_0078
1438,speaker002_0706
1439,speaker002_0620
1440,speaker002_0276
1441,speaker002_0083
1442,speaker002_0450
1443,speaker002_0700
1444,speaker002_0513
1445,speaker002_0278
1446,speaker002_0261
1447,speaker002_0508
1448,speaker002_0446
1449,speaker002_0533
1450,speaker002_0647
1451,speaker002_0216
1452,speaker002_0476
1453,speaker002_0447
1454,speaker002_0160
1455,speaker002_0254
1456,speaker002_0471
1457,speaker002_0458
1458,speaker002_0434
1459,speaker002_0096
1460,speaker002_0194
1461,speaker002_0670
1462,speaker002_0525
1463,speaker002_0503
1464,speaker002_0651
1465,speaker002_0542
1466,speaker002_0772
1467,speaker002_0564
1468,speaker002_0529
1469,speaker002_0798
1470,speaker002_0172
1471,speaker002_0119
1472,speaker002_0301
1473,speaker002_0137
1474,speaker002_0208
1475,speaker002_0754
1476,speaker002_0456
1477,speaker002_0472
1478,speaker002_0462
1479,speaker002_0768
1480,speaker002_0520
1481,speaker002_0608
1482,speaker002_0618
1483,speaker002_0777
1484,speaker002_0409
1485,speaker002_0410
1486,speaker002_0560
1487,speaker002_0543
1488,speaker002_0489
1489,speaker002_0810
1490,speaker002_0702
1491,speaker002_0342
1492,speaker002_0422
1493,speaker002_0735
1494,speaker002_0609
1495,speaker002_0411
1496,speaker002_0011
1497,speaker002_0746
1498,speaker002_0016
1499,speaker002_0738
1500,speaker002_0636
1501,speaker002_0130
1502,speaker002_0240
1503,speaker002_0785
1504,speaker002_0333
1505,speaker002_0744
1506,speaker002_0591
1507,speaker002_0145
1508,speaker002_0511
1509,speaker002_0241
1510,speaker002_0568
1511,speaker002_0248
1512,speaker002_0626
1513,speaker002_0567
1514,speaker002_0154
1515,speaker002_0129
1516,speaker002_0452
1517,speaker002_0330
1518,speaker002_0717
1519,speaker002_0548
1520,speaker002_0199
1521,speaker002_0399
1522,speaker002_0668
1523,speaker002_0764
1524,speaker002_0540
1525,speaker002_0402
1526,speaker002_0089
1527,speaker002_0122
1528,speaker002_0326
1529,speaker002_0521
1530,speaker002_0268
1531,speaker002_0120
1532,speaker002_0627
1533,speaker002_0142
1534,speaker002_0315
1535,speaker002_0552
1536,speaker002_0493
1537,speaker002_0298
1538,speaker002_0663
1539,speaker002_0062
1540,speaker002_0348
1541,speaker002_0383
1542,speaker002_0010
1543,speaker002_0015
1544,speaker002_0631
1545,speaker002_0224
1546,speaker002_0239
1547,speaker002_0023
1548,speaker002_0769
1549,speaker002_0070
1550,speaker002_0523
1551,speaker002_0389
1552,speaker002_0593
1553,speaker002_0321
1554,speaker002_0524
1555,speaker002_0143
1556,speaker002_0304
1557,speaker002_0117
1558,speaker002_0238
1559,speaker002_0032
1560,speaker002_0463
1561,speaker002_0069
1562,speaker002_0072
1563,speaker002_0265
1564,speaker002_0679
1565,speaker002_0775
1566,speaker002_0747
1567,speaker002_0492
1568,speaker002_0390
1569,speaker002_0678
1570,speaker002_0773
1571,speaker002_0811
1572,speaker002_0263
1573,speaker002_0741
1574,speaker002_0432
1575,speaker002_0207
1576,speaker002_0360
1577,speaker002_0351
1578,speaker002_0217
1579,speaker002_0280
1580,speaker002_0134
1581,speaker002_0604
1582,speaker002_0605
1583,speaker002_0509
1584,speaker003_0056
1585,speaker003_0370
1586,speaker003_0405
1587,speaker003_0276
1588,speaker003_0356
1589,speaker003_0044
1590,speaker003_0107
1591,speaker003_0146
1592,speaker003_0116
1593,speaker003_0244
1594,speaker003_0052
1595,speaker003_0395
1596,speaker003_0447
1597,speaker003_0189
1598,speaker003_0266
1599,speaker003_0150
1600,speaker003_0117
1601,speaker003_0128
1602,speaker003_0048
1603,speaker003_0038
1604,speaker003_0166
1605,speaker003_0067
1606,speaker003_0152
1607,speaker003_0045
1608,speaker003_0494
1609,speaker003_0409
1610,speaker003_0259
1611,speaker003_0134
1612,speaker003_0115
1613,speaker003_0075
1614,speaker003_0473
1615,speaker003_0369
1616,speaker003_0016
1617,speaker003_0143
1618,speaker003_0450
1619,speaker003_0232
1620,speaker003_0421
1621,speaker003_0306
1622,speaker003_0475
1623,speaker003_0357
1624,speaker003_0379
1625,speaker003_0125
1626,speaker003_0335
1627,speaker003_0002
1628,speaker003_0197
1629,speaker003_0480
1630,speaker003_0465
1631,speaker003_0185
1632,speaker003_0203
1633,speaker003_0051
1634,speaker003_0012
1635,speaker003_0441
1636,speaker003_0139
1637,speaker003_0297
1638,speaker003_0127
1639,speaker003_0084
1640,speaker003_0180
1641,speaker003_0124
1642,speaker003_0195
1643,speaker003_0348
1644,speaker003_0132
1645,speaker003_0142
1646,speaker003_0484
1647,speaker003_0007
1648,speaker003_0347
1649,speaker003_0462
1650,speaker003_0224
1651,speaker003_0355
1652,speaker003_0262
1653,speaker003_0085
1654,speaker003_0008
1655,speaker003_0365
1656,speaker003_0460
1657,speaker003_0072
1658,speaker003_0118
1659,speaker003_0346
1660,speaker003_0391
1661,speaker003_0339
1662,speaker003_0233
1663,speaker003_0156
1664,speaker003_0308
1665,speaker003_0470
1666,speaker003_0257
1667,speaker003_0338
1668,speaker003_0444
1669,speaker003_0033
1670,speaker003_0295
1671,speaker003_0102
1672,speaker003_0093
1673,speaker003_0215
1674,speaker003_0388
1675,speaker003_0104
1676,speaker003_0005
1677,speaker003_0406
1678,speaker003_0456
1679,speaker003_0248
1680,speaker003_0211
1681,speaker003_0178
1682,speaker003_0145
1683,speaker003_0034
1684,speaker003_0222
1685,speaker003_0213
1686,speaker003_0082
1687,speaker003_0377
1688,speaker003_0100
1689,speaker003_0392
1690,speaker003_0020
1691,speaker003_0476
1692,speaker003_0101
1693,speaker003_0438
1694,speaker003_0375
1695,speaker003_0378
1696,speaker003_0225
1697,speaker003_0138
1698,speaker003_0228
1699,speaker003_0241
1700,speaker003_0326
1701,speaker003_0286
1702,speaker003_0315
1703,speaker003_0061
1704,speaker003_0270
1705,speaker003_0386
1706,speaker003_0253
1707,speaker003_0497
1708,speaker003_0352
1709,speaker003_0435
1710,speaker003_0430
1711,speaker003_0359
1712,speaker003_0401
1713,speaker003_0412
1714,speaker003_0151
1715,speaker003_0186
1716,speaker003_0037
1717,speaker003_0407
1718,speaker003_0382
1719,speaker003_0424
1720,speaker003_0299
1721,speaker003_0332
1722,speaker003_0417
1723,speaker003_0026
1724,speaker003_0191
1725,speaker003_0318
1726,speaker003_0147
1727,speaker003_0282
1728,speaker003_0064
1729,speaker003_0360
1730,speaker003_0453
1731,speaker003_0063
1732,speaker003_0323
1733,speaker003_0445
1734,speaker003_0165
1735,speaker003_0442
1736,speaker003_0246
1737,speaker003_0073
1738,speaker003_0485
1739,speaker003_0472
1740,speaker003_0217
1741,speaker003_0208
1742,speaker003_0057
1743,speaker003_0496
1744,speaker003_0080
1745,speaker003_0106
1746,speaker003_0410
1747,speaker003_0060
1748,speaker003_0274
1749,speaker003_0296
1750,speaker003_0327
1751,speaker003_0095
1752,speaker003_0164
1753,speaker003_0427
1754,speaker003_0322
1755,speaker003_0277
1756,speaker003_0094
1757,speaker003_0455
1758,speaker003_0014
1759,speaker003_0161
1760,speaker003_0076
1761,speaker003_0171
1762,speaker003_0103
1763,speaker003_0049
1764,speaker003_0245
1765,speaker003_0440
1766,speaker003_0467
1767,speaker003_0304
1768,speaker003_0236
1769,speaker003_0302
1770,speaker003_0027
1771,speaker003_0389
1772,speaker003_0155
1773,speaker003_0256
1774,speaker003_0285
1775,speaker003_0483
1776,speaker003_0279
1777,speaker003_0023
1778,speaker003_0083
1779,speaker003_0068
1780,speaker003_0140
1781,speaker003_0136
1782,speaker003_0250
1783,speaker003_0230
1784,speaker003_0205
1785,speaker003_0173
1786,speaker003_0209
1787,speaker003_0135
1788,speaker003_0477
1789,speaker003_0050
1790,speaker003_0079
1791,speaker003_0251
1792,speaker003_0336
1793,speaker003_0468
1794,speaker003_0330
1795,speaker003_0419
1796,speaker003_0461
1797,speaker003_0463
1798,speaker003_0436
1799,speaker003_0290
1800,speaker003_0028
1801,speaker003_0019
1802,speaker003_0351
1803,speaker003_0367
1804,speaker003_0317
1805,speaker003_0268
1806,speaker003_0333
1807,speaker003_0122
1808,speaker003_0362
1809,speaker003_0402
1810,speaker003_0078
1811,speaker003_0334
1812,speaker003_0153
1813,speaker003_0368
1814,speaker003_0182
1815,speaker003_0196
1816,speaker003_0218
1817,speaker003_0163
1818,speaker003_0481
1819,speaker003_0383
1820,speaker003_0015
1821,speaker003_0422
1822,speaker003_0201
1823,speaker003_0204
1824,speaker003_0298
1825,speaker003_0009
1826,speaker003_0449
1827,speaker003_0018
1828,speaker003_0022
1829,speaker003_0238
1830,speaker003_0040
1831,speaker003_0291
1832,speaker003_0169
1833,speaker003_0121
1834,speaker003_0464
1835,speaker003_0011
1836,speaker003_0199
1837,speaker003_0258
1838,speaker003_0231
1839,speaker003_0397
1840,speaker003_0254
1841,speaker003_0059
1842,speaker003_0261
1843,speaker003_0312
1844,speaker003_0054
1845,speaker003_0439
1846,speaker003_0240
1847,speaker003_0324
1848,speaker003_0202
1849,speaker003_0098
1850,speaker003_0167
1851,speaker003_0110
1852,speaker003_0133
1853,speaker003_0188
1854,speaker003_0264
1855,speaker003_0194
1856,speaker003_0096
1857,speaker003_0071
1858,speaker003_0120
1859,speaker003_0493
1860,speaker003_0234
1861,speaker003_0168
1862,speaker003_0113
1863,speaker003_0055
1864,speaker003_0058
1865,speaker003_0220
1866,speaker003_0284
1867,speaker003_0221
1868,speaker003_0273
1869,speaker003_0181
1870,speaker003_0042
1871,speaker003_0255
1872,speaker003_0216
1873,speaker003_0380
1874,speaker003_0062
1875,speaker003_0280
1876,speaker003_0263
1877,speaker003_0429
1878,speaker003_0305
1879,speaker003_0010
1880,speaker003_0154
1881,speaker003_0345
1882,speaker003_0252
1883,speaker003_0111
1884,speaker003_0426
1885,speaker003_0418
1886,speaker003_0162
1887,speaker003_0416
1888,speaker003_0408
1889,speaker003_0157
1890,speaker003_0293
1891,speaker003_0031
1892,speaker003_0032
1893,speaker003_0174
1894,speaker003_0371
1895,speaker003_0035
1896,speaker003_0425
1897,speaker003_0384
1898,speaker003_0065
1899,speaker003_0105
1900,speaker003_0260
1901,speaker003_0192
1902,speaker003_0478
1903,speaker003_0242
1904,speaker003_0363
1905,speaker003_0495
1906,speaker003_0398
1907,speaker003_0036
1908,speaker003_0131
1909,speaker003_0006
1910,speaker003_0212
1911,speaker003_0403
1912,speaker003_0243
1913,speaker003_0396
1914,speaker003_0385
1915,speaker003_0400
1916,speaker003_0214
1917,speaker003_0458
1918,speaker003_0325
1919,speaker003_0390
1920,speaker003_0109
1921,speaker003_0413
1922,speaker003_0329
1923,speaker003_0183
1924,speaker003_0003
1925,speaker003_0300
1926,speaker003_0092
1927,speaker003_0227
1928,speaker003_0310
1929,speaker003_0172
1930,speaker003_0474
1931,speaker003_0319
1932,speaker033_0267
1933,speaker033_0119
1934,speaker033_0008
1935,speaker033_0262
1936,speaker033_0346
1937,speaker033_0135
1938,speaker033_0157
1939,speaker033_0058
1940,speaker033_0147
1941,speaker033_0188
1942,speaker033_0184
1943,speaker033_0373
1944,speaker033_0162
1945,speaker033_0069
1946,speaker033_0228
1947,speaker033_0285
1948,speaker033_0112
1949,speaker033_0110
1950,speaker033_0198
1951,speaker033_0201
1952,speaker033_0317
1953,speaker033_0027
1954,speaker033_0226
1955,speaker033_0044
1956,speaker033_0274
1957,speaker033_0294
1958,speaker033_0052
1959,speaker033_0029
1960,speaker033_0122
1961,speaker033_0109
1962,speaker033_0190
1963,speaker033_0028
1964,speaker033_0136
1965,speaker033_0213
1966,speaker033_0313
1967,speaker033_0001
1968,speaker033_0350
1969,speaker033_0037
1970,speaker033_0298
1971,speaker033_0164
1972,speaker033_0114
1973,speaker033_0107
1974,speaker033_0362
1975,speaker033_0082
1976,speaker033_0345
1977,speaker033_0355
1978,speaker033_0182
1979,speaker033_0289
1980,speaker033_0295
1981,speaker033_0342
1982,speaker033_0284
1983,speaker033_0335
1984,speaker033_0173
1985,speaker033_0168
1986,speaker033_0123
1987,speaker033_0367
1988,speaker033_0115
1989,speaker033_0325
1990,speaker033_0323
1991,speaker033_0023
1992,speaker033_0234
1993,speaker033_0365
1994,speaker033_0102
1995,speaker033_0217
1996,speaker033_0301
1997,speaker033_0097
1998,speaker033_0091
1999,speaker033_0032
2000,speaker033_0255
2001,speaker033_0347
2002,speaker033_0077
2003,speaker033_0194
2004,speaker033_0101
2005,speaker033_0266
2006,speaker033_0242
2007,speaker033_0067
2008,speaker033_0149
2009,speaker033_0106
2010,speaker033_0153
2011,speaker033_0089
2012,speaker033_0100
2013,speaker033_0332
2014,speaker033_0035
2015,speaker033_0015
2016,speaker033_0125
2017,speaker033_0174
2018,speaker033_0025
2019,speaker033_0057
2020,speaker033_0243
2021,speaker033_0196
2022,speaker033_0071
2023,speaker033_0066
2024,speaker033_0098
2025,speaker033_0270
2026,speaker033_0117
2027,speaker033_0126
2028,speaker033_0189
2029,speaker033_0264
2030,speaker033_0300
2031,speaker033_0318
2032,speaker033_0366
2033,speaker033_0352
2034,speaker033_0111
2035,speaker033_0244
2036,speaker033_0033
2037,speaker033_0026
2038,speaker033_0337
2039,speaker033_0303
2040,speaker033_0216
2041,speaker033_0293
2042,speaker033_0103
2043,speaker033_0319
2044,speaker033_0085
2045,speaker033_0104
2046,speaker033_0047
2047,speaker033_0356
2048,speaker033_0256
2049,speaker033_0143
2050,speaker033_0090
2051,speaker033_0230
2052,speaker033_0211
2053,speaker033_0139
2054,speaker033_0203
2055,speaker033_0272
2056,speaker033_0308
2057,speaker033_0113
2058,speaker033_0170
2059,speaker033_0131
2060,speaker033_0253
2061,speaker033_0088
2062,speaker033_0265
2063,speaker033_0068
2064,speaker033_0039
2065,speaker033_0049
2066,speaker033_0291
2067,speaker033_0225
2068,speaker033_0155
2069,speaker033_0311
2070,speaker033_0129
2071,speaker033_0224
2072,speaker033_0054
2073,speaker033_0004
2074,speaker033_0282
2075,speaker033_0239
2076,speaker033_0171
2077,speaker033_0048
2078,speaker033_0281
2079,speaker033_0320
2080,speaker033_0160
2081,speaker033_0187
2082,speaker033_0134
2083,speaker033_0219
2084,speaker033_0177
2085,speaker033_0241
2086,speaker033_0084
2087,speaker033_0199
2088,speaker033_0218
2089,speaker033_0192
2090,speaker033_0250
2091,speaker033_0321
2092,speaker033_0087
2093,speaker033_0024
2094,speaker033_0290
2095,speaker033_0016
2096,speaker033_0233
2097,speaker033_0202
2098,speaker033_0021
2099,speaker033_0105
2100,speaker033_0220
2101,speaker033_0130
2102,speaker033_0079
2103,speaker033_0148
2104,speaker033_0312
2105,speaker033_0040
2106,speaker033_0022
2107,speaker033_0260
2108,speaker033_0003
2109,speaker033_0156
2110,speaker033_0344
2111,speaker033_0181
2112,speaker033_0070
2113,speaker033_0204
2114,speaker033_0186
2115,speaker033_0031
2116,speaker033_0185
2117,speaker033_0305
2118,speaker033_0304
2119,speaker033_0124
2120,speaker033_0142
2121,speaker033_0075
2122,speaker033_0161
2123,speaker033_0336
2124,speaker033_0041
2125,speaker033_0240
2126,speaker033_0315
2127,speaker033_0215
2128,speaker033_0074
2129,speaker033_0209
2130,speaker033_0207
2131,speaker033_0099
2132,speaker033_0159
2133,speaker033_0275
2134,speaker033_0232
2135,speaker033_0132
2136,speaker033_0169
2137,speaker033_0254
2138,speaker033_0158
2139,speaker033_0096
2140,speaker033_0165
2141,speaker033_0009
2142,speaker033_0252
2143,speaker033_0329
2144,speaker033_0013
2145,speaker033_0348
2146,speaker033_0053
2147,speaker033_0268
2148,speaker033_0205
2149,speaker033_0206
2150,speaker033_0229
2151,speaker033_0175
2152,speaker033_0151
2153,speaker033_0280
2154,speaker033_0078
2155,speaker033_0214
2156,speaker033_0248
2157,speaker033_0200
2158,speaker033_0193
2159,speaker033_0306
2160,speaker033_0227
2161,speaker033_0179
2162,speaker033_0002
2163,speaker033_0299
2164,speaker033_0042
2165,speaker033_0121
2166,speaker033_0358
2167,speaker033_0372
2168,speaker033_0309
2169,speaker033_0080
2170,speaker033_0288
2171,speaker033_0011
2172,speaker033_0277
2173,speaker033_0006
2174,speaker033_0061
2175,speaker033_0012
2176,speaker033_0326
2177,speaker033_0360
2178,speaker033_0331
2179,speaker033_0154
2180,speaker033_0128
2181,speaker033_0258
2182,speaker033_0278
2183,speaker033_0020
2184,speaker033_0056
2185,speaker033_0133
2186,speaker033_0017
2187,speaker033_0302
2188,speaker033_0183
2189,speaker033_0140
2190,speaker033_0357
2191,speaker033_0191
2192,speaker033_0340
2193,speaker033_0269
2194,speaker033_0018
2195,speaker033_0093
2196,speaker033_0338
2197,speaker001_0026
2198,speaker001_0149
2199,speaker001_0312
2200,speaker001_0101
2201,speaker001_0131
2202,speaker001_0274
2203,speaker001_0237
2204,speaker001_0027
2205,speaker001_0267
2206,speaker001_0164
2207,speaker001_0076
2208,speaker001_0292
2209,speaker001_0399
2210,speaker001_0130
2211,speaker001_0074
2212,speaker001_0042
2213,speaker001_0346
2214,speaker001_0246
2215,speaker001_0330
2216,speaker001_0367
2217,speaker001_0209
2218,speaker001_0066
2219,speaker001_0288
2220,speaker001_0253
2221,speaker001_0200
2222,speaker001_0116
2223,speaker001_0308
2224,speaker001_0079
2225,speaker001_0285
2226,speaker001_0381
2227,speaker001_0010
2228,speaker001_0261
2229,speaker001_0300
2230,speaker001_0102
2231,speaker001_0247
2232,speaker001_0362
2233,speaker001_0214
2234,speaker001_0262
2235,speaker001_0162
2236,speaker001_0393
2237,speaker001_0207
2238,speaker001_0095
2239,speaker001_0141
2240,speaker001_0295
2241,speaker001_0091
2242,speaker001_0134
2243,speaker001_0202
2244,speaker001_0338
2245,speaker001_0023
2246,speaker001_0167
2247,speaker001_0155
2248,speaker001_0034
2249,speaker001_0296
2250,speaker001_0289
2251,speaker001_0068
2252,speaker001_0075
2253,speaker001_0161
2254,speaker001_0313
2255,speaker001_0061
2256,speaker001_0383
2257,speaker001_0291
2258,speaker001_0352
2259,speaker001_0006
2260,speaker001_0060
2261,speaker001_0124
2262,speaker001_0046
2263,speaker001_0226
2264,speaker001_0084
2265,speaker001_0021
2266,speaker001_0089
2267,speaker001_0240
2268,speaker001_0336
2269,speaker001_0277
2270,speaker001_0080
2271,speaker001_0220
2272,speaker001_0177
2273,speaker001_0380
2274,speaker001_0284
2275,speaker001_0174
2276,speaker001_0334
2277,speaker001_0317
2278,speaker001_0385
2279,speaker001_0192
2280,speaker001_0067
2281,speaker001_0255
2282,speaker001_0208
2283,speaker001_0395
2284,speaker001_0283
2285,speaker001_0307
2286,speaker001_0187
2287,speaker001_0065
2288,speaker001_0331
2289,speaker001_0015
2290,speaker001_0271
2291,speaker001_0252
2292,speaker001_0003
2293,speaker001_0168
2294,speaker001_0302
2295,speaker001_0329
2296,speaker001_0159
2297,speaker001_0215
2298,speaker001_0096
2299,speaker001_0137
2300,speaker001_0172
2301,speaker001_0002
2302,speaker001_0037
2303,speaker001_0265
2304,speaker001_0299
2305,speaker001_0223
2306,speaker001_0239
2307,speaker001_0157
2308,speaker001_0112
2309,speaker001_0004
2310,speaker001_0213
2311,speaker001_0117
2312,speaker001_0014
2313,speaker001_0052
2314,speaker001_0303
2315,speaker001_0225
2316,speaker001_0263
2317,speaker001_0264
2318,speaker001_0235
2319,speaker001_0272
2320,speaker001_0032
2321,speaker001_0038
2322,speaker001_0121
2323,speaker001_0040
2324,speaker001_0321
2325,speaker001_0199
2326,speaker001_0111
2327,speaker001_0391
2328,speaker001_0190
2329,speaker001_0056
2330,speaker001_0182
2331,speaker001_0319
2332,speaker001_0048
2333,speaker001_0151
2334,speaker001_0193
2335,speaker001_0106
2336,speaker001_0227
2337,speaker001_0250
2338,speaker001_0142
2339,speaker001_0133
2340,speaker001_0069
2341,speaker001_0254
2342,speaker001_0210
2343,speaker001_0343
2344,speaker001_0081
2345,speaker001_0186
2346,speaker001_0094
2347,speaker001_0257
2348,speaker001_0053
2349,speaker001_0297
2350,speaker001_0306
2351,speaker001_0396
2352,speaker001_0322
2353,speaker001_0374
2354,speaker001_0135
2355,speaker001_0044
2356,speaker001_0198
2357,speaker001_0007
2358,speaker001_0248
2359,speaker001_0231
2360,speaker001_0286
2361,speaker001_0078
2362,speaker001_0022
2363,speaker001_0382
2364,speaker001_0310
2365,speaker001_0376
2366,speaker001_0337
2367,speaker001_0243
2368,speaker001_0344
2369,speaker001_0357
2370,speaker001_0087
2371,speaker001_0180
2372,speaker001_0016
2373,speaker001_0230
2374,speaker001_0212
2375,speaker001_0019
2376,speaker001_0304
2377,speaker001_0165
2378,speaker001_0217
2379,speaker001_0047
2380,speaker001_0354
2381,speaker001_0122
2382,speaker001_0258
2383,speaker001_0305
2384,speaker001_0103
2385,speaker001_0143
2386,speaker001_0045
2387,speaker001_0120
2388,speaker001_0170
2389,speaker001_0348
2390,speaker001_0105
2391,speaker001_0158
2392,speaker001_0125
2393,speaker001_0118
2394,speaker001_0315
2395,speaker001_0205
2396,speaker001_0339
2397,speaker001_0033
2398,speaker001_0361
2399,speaker001_0349
2400,speaker001_0132
2401,speaker001_0311
2402,speaker001_0335
2403,speaker001_0029
2404,speaker001_0148
2405,speaker001_0301
2406,speaker001_0082
2407,speaker001_0401
2408,speaker001_0363
2409,speaker001_0181
2410,speaker001_0269
2411,speaker001_0316
2412,speaker001_0110
2413,speaker001_0073
2414,speaker001_0249
2415,speaker001_0345
2416,speaker001_0059
2417,speaker001_0055
2418,speaker001_0211
2419,speaker001_0077
2420,speaker001_0351
2421,speaker001_0100
2422,speaker001_0389
2423,speaker001_0156
2424,speaker001_0028
2425,speaker001_0379
2426,speaker001_0129
2427,speaker001_0189
2428,speaker001_0398
2429,speaker001_0369
2430,speaker001_0176
2431,speaker001_0144
2432,speaker001_0128
2433,speaker001_0115
2434,speaker001_0138
2435,speaker001_0377
2436,speaker001_0340
2437,speaker001_0290
2438,speaker001_0171
2439,speaker001_0154
2440,speaker001_0266
2441,speaker001_0392
2442,speaker001_0219
2443,speaker001_0244
2444,speaker001_0090
2445,speaker001_0350
2446,speaker001_0365
2447,speaker001_0222
2448,speaker001_0188
2449,speaker001_0008
2450,speaker001_0160
2451,speaker001_0280
2452,speaker001_0093
2453,speaker001_0359
2454,speaker001_0086
2455,speaker001_0318
2456,speaker001_0039
2457,speaker001_0070
2458,speaker001_0152
2459,speaker001_0206
2460,speaker001_0325
2461,speaker001_0404
2462,speaker001_0282
2463,speaker001_0294
2464,speaker001_0236
2465,speaker001_0123
2466,speaker001_0001
2467,speaker001_0371
2468,speaker001_0245
2469,speaker001_0030
2470,speaker001_0378
2471,speaker001_0035
2472,speaker001_0088
2473,speaker001_0287
2474,speaker001_0119
2475,speaker001_0011
2476,speaker001_0000
2477,speaker001_0323
2478,speaker001_0063
2479,speaker001_0057
2480,speaker001_0147
2481,speaker001_0017
2482,speaker012_0179
2483,speaker012_0134
2484,speaker012_0251
2485,speaker012_0052
2486,speaker012_0123
2487,speaker012_0159
2488,speaker012_0295
2489,speaker012_0037
2490,speaker012_0127
2491,speaker012_0155
2492,speaker012_0013
2493,speaker012_0173
2494,speaker012_0019
2495,speaker012_0242
2496,speaker012_0149
2497,speaker012_0224
2498,speaker012_0066
2499,speaker012_0109
2500,speaker012_0217
2501,speaker012_0098
2502,speaker012_0051
2503,speaker012_0229
2504,speaker012_0178
2505,speaker012_0281
2506,speaker012_0111
2507,speaker012_0027
2508,speaker012_0030
2509,speaker012_0116
2510,speaker012_0113
2511,speaker012_0105
2512,speaker012_0199
2513,speaker012_0138
2514,speaker012_0161
2515,speaker012_0210
2516,speaker012_0221
2517,speaker012_0097
2518,speaker012_0282
2519,speaker012_0002
2520,speaker012_0094
2521,speaker012_0232
2522,speaker012_0203
2523,speaker012_0262
2524,speaker012_0208
2525,speaker012_0096
2526,speaker012_0191
2527,speaker012_0258
2528,speaker012_0084
2529,speaker012_0022
2530,speaker012_0045
2531,speaker012_0298
2532,speaker012_0265
2533,speaker012_0099
2534,speaker012_0130
2535,speaker012_0269
2536,speaker012_0160
2537,speaker012_0115
2538,speaker012_0252
2539,speaker012_0069
2540,speaker012_0136
2541,speaker012_0271
2542,speaker012_0018
2543,speaker012_0122
2544,speaker012_0011
2545,speaker012_0128
2546,speaker012_0222
2547,speaker012_0274
2548,speaker012_0005
2549,speaker012_0000
2550,speaker012_0036
2551,speaker012_0049
2552,speaker012_0213
2553,speaker012_0200
2554,speaker012_0263
2555,speaker012_0040
2556,speaker012_0198
2557,speaker012_0226
2558,speaker012_0119
2559,speaker012_0061
2560,speaker012_0289
2561,speaker012_0056
2562,speaker012_0107
2563,speaker012_0168
2564,speaker012_0216
2565,speaker012_0283
2566,speaker012_0238
2567,speaker012_0243
2568,speaker012_0220
2569,speaker012_0135
2570,speaker012_0249
2571,speaker012_0129
2572,speaker012_0188
2573,speaker012_0118
2574,speaker012_0245
2575,speaker012_0204
2576,speaker012_0256
2577,speaker012_0285
2578,speaker012_0053
2579,speaker012_0058
2580,speaker012_0306
2581,speaker012_0101
2582,speaker012_0055
2583,speaker012_0021
2584,speaker012_0032
2585,speaker012_0254
2586,speaker012_0184
2587,speaker012_0008
2588,speaker012_0207
2589,speaker012_0108
2590,speaker012_0211
2591,speaker012_0240
2592,speaker012_0071
2593,speaker012_0260
2594,speaker012_0235
2595,speaker012_0060
2596,speaker012_0035
2597,speaker012_0205
2598,speaker012_0270
2599,speaker012_0001
2600,speaker012_0239
2601,speaker012_0090
2602,speaker012_0081
2603,speaker012_0302
2604,speaker012_0244
2605,speaker012_0034
2606,speaker012_0279
2607,speaker012_0025
2608,speaker012_0234
2609,speaker012_0073
2610,speaker012_0143
2611,speaker012_0297
2612,speaker012_0041
2613,speaker012_0091
2614,speaker012_0267
2615,speaker012_0063
2616,speaker012_0272
2617,speaker012_0147
2618,speaker012_0078
2619,speaker012_0276
2620,speaker012_0247
2621,speaker012_0284
2622,speaker012_0006
2623,speaker012_0255
2624,speaker012_0146
2625,speaker012_0286
2626,speaker012_0047
2627,speaker012_0054
2628,speaker012_0106
2629,speaker012_0197
2630,speaker012_0171
2631,speaker012_0102
2632,speaker012_0139
2633,speaker012_0293
